NIM,FAKULTAS,PROGRAM STUDI,JALUR,PROVINSI,PENGHASILAN,JK,Pendidikan
6661190047,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,01_SD
6661190054,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
6661190090,FISIP,Administrasi Publik,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
6661190093,FISIP,Administrasi Publik,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
6661190094,FISIP,Administrasi Publik,2_SBMPTN,Banten,1) <= 500.000,P,01_SD
6661190119,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,01_SD
6661190129,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,01_SD
6661190138,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,01_SD
6661190139,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
6661190018,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
6661190019,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
6661190020,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
6661190021,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
6661190022,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
6661190027,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
6661190029,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
6661190031,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
6661190033,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
6661190034,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
6661190038,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
6661190040,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
6661190076,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,02_SLTP
6661190084,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
6661190087,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,02_SLTP
6661190107,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
6661190136,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
6661190006,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
6661190010,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
6661190017,FISIP,Administrasi Publik,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,02_SLTP
6661190043,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
6661190096,FISIP,Administrasi Publik,5_ADIK,Papua Barat,1) <= 500.000,L,03_SLTA
6661190048,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190049,FISIP,Administrasi Publik,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
6661190050,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190051,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
6661190052,FISIP,Administrasi Publik,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190053,FISIP,Administrasi Publik,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
6661190055,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190056,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
6661190060,FISIP,Administrasi Publik,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
6661190061,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
6661190063,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190065,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190066,FISIP,Administrasi Publik,2_SBMPTN,Banten,1) <= 500.000,L,03_SLTA
6661190067,FISIP,Administrasi Publik,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190069,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190070,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190073,FISIP,Administrasi Publik,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190077,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,L,03_SLTA
6661190079,FISIP,Administrasi Publik,2_SBMPTN,Banten,6) > 10.000.000,P,03_SLTA
6661190081,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190085,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,03_SLTA
6661190086,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190088,FISIP,Administrasi Publik,2_SBMPTN,Banten,1) <= 500.000,P,03_SLTA
6661190089,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,1) <= 500.000,P,03_SLTA
6661190092,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190097,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190101,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190104,FISIP,Administrasi Publik,3_SMMPTN,Banten,6) > 10.000.000,P,03_SLTA
6661190109,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190112,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190114,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190116,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190117,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
6661190118,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190120,FISIP,Administrasi Publik,3_SMMPTN,Lampung,2) 500.000 - 2.000.000,P,03_SLTA
6661190125,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190127,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190128,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
6661190131,FISIP,Administrasi Publik,3_SMMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190132,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
6661190134,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190140,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
6661190141,FISIP,Administrasi Publik,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,03_SLTA
6661190145,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190001,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190002,FISIP,Administrasi Publik,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
6661190003,FISIP,Administrasi Publik,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
6661190004,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190008,FISIP,Administrasi Publik,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
6661190009,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190012,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190013,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
6661190014,FISIP,Administrasi Publik,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
6661190015,FISIP,Administrasi Publik,1_SNMPTN,Banten,6) > 10.000.000,P,03_SLTA
6661190016,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190023,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190024,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190025,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190026,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
6661190030,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190032,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190035,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190037,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190039,FISIP,Administrasi Publik,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
6661190041,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190042,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
6661190044,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
6661190045,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
6661190068,FISIP,Administrasi Publik,2_SBMPTN,Kepulauan Riau,4) 3.500.000 - 5.000.000,L,04_D1
6661190083,FISIP,Administrasi Publik,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,04_D1
6661190111,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,04_D1
6661190059,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,06_D3
6661190062,FISIP,Administrasi Publik,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,06_D3
6661190091,FISIP,Administrasi Publik,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,06_D3
6661190108,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,06_D3
6661190113,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,06_D3
6661190144,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,06_D3
6661190011,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
6661190126,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,07_D4
6661190095,FISIP,Administrasi Publik,5_ADIK,Papua Barat,1) <= 500.000,L,08_S1
6661190071,FISIP,Administrasi Publik,2_SBMPTN,Banten,6) > 10.000.000,L,08_S1
6661190074,FISIP,Administrasi Publik,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,L,08_S1
6661190075,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
6661190078,FISIP,Administrasi Publik,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
6661190080,FISIP,Administrasi Publik,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,08_S1
6661190098,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190099,FISIP,Administrasi Publik,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
6661190100,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,08_S1
6661190103,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
6661190105,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
6661190106,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190110,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
6661190121,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
6661190122,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
6661190123,FISIP,Administrasi Publik,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,08_S1
6661190130,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190133,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
6661190137,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
6661190142,FISIP,Administrasi Publik,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
6661190143,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
6661190146,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190147,FISIP,Administrasi Publik,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190005,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
6661190007,FISIP,Administrasi Publik,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
6661190028,FISIP,Administrasi Publik,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
6661190036,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190046,FISIP,Administrasi Publik,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
6661190057,FISIP,Administrasi Publik,2_SBMPTN,Banten,6) > 10.000.000,L,09_S2
6661190058,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
6661190064,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
6661190072,FISIP,Administrasi Publik,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
6661190082,FISIP,Administrasi Publik,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,09_S2
6661190102,FISIP,Administrasi Publik,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,09_S2
6661190115,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,09_S2
6661190124,FISIP,Administrasi Publik,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,09_S2
6661190135,FISIP,Administrasi Publik,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,09_S2
4441190070,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,L,01_SD
4441190077,4. Pertanian,Agribisnis,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190114,4. Pertanian,Agribisnis,2_SBMPTN,Banten,1) <= 500.000,P,01_SD
4441190131,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,01_SD
4441190136,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,01_SD
4441190003,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190005,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
4441190008,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
4441190025,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
4441190029,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190030,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190032,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190037,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190045,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
4441190047,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
4441190048,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
4441190050,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
4441190051,4. Pertanian,Agribisnis,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,01_SD
4441190053,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Tengah,3) 2.000.000 - 3.500.000,L,02_SLTP
4441190108,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,02_SLTP
4441190115,4. Pertanian,Agribisnis,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4441190120,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
4441190122,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,02_SLTP
4441190127,4. Pertanian,Agribisnis,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4441190004,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4441190007,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4441190015,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
4441190026,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
4441190034,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
4441190035,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
4441190038,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
4441190039,4. Pertanian,Agribisnis,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
4441190044,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,02_SLTP
4441190046,4. Pertanian,Agribisnis,1_SNMPTN,Lampung,1) <= 500.000,L,02_SLTP
4441190023,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190052,4. Pertanian,Agribisnis,2_SBMPTN,Sumatera Utara,2) 500.000 - 2.000.000,P,03_SLTA
4441190054,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190055,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190057,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190058,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4441190059,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190061,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190064,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,1) <= 500.000,P,03_SLTA
4441190068,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4441190072,4. Pertanian,Agribisnis,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190073,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190074,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,L,03_SLTA
4441190079,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Tengah,3) 2.000.000 - 3.500.000,L,03_SLTA
4441190085,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190087,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190091,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4441190093,4. Pertanian,Agribisnis,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190094,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190095,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,03_SLTA
4441190098,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,03_SLTA
4441190100,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190102,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190103,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,03_SLTA
4441190104,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190106,4. Pertanian,Agribisnis,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,03_SLTA
4441190112,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190113,4. Pertanian,Agribisnis,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190116,4. Pertanian,Agribisnis,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,03_SLTA
4441190117,4. Pertanian,Agribisnis,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190118,4. Pertanian,Agribisnis,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190121,4. Pertanian,Agribisnis,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190125,4. Pertanian,Agribisnis,3_SMMPTN,Banten,1) <= 500.000,P,03_SLTA
4441190129,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190130,4. Pertanian,Agribisnis,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190132,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190134,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
4441190135,4. Pertanian,Agribisnis,3_SMMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190137,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190140,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190141,4. Pertanian,Agribisnis,3_SMMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190144,4. Pertanian,Agribisnis,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190146,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190152,4. Pertanian,Agribisnis,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190153,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190154,4. Pertanian,Agribisnis,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190156,4. Pertanian,Agribisnis,3_SMMPTN,Banten,1) <= 500.000,P,03_SLTA
4441190157,4. Pertanian,Agribisnis,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190159,4. Pertanian,Agribisnis,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190162,4. Pertanian,Agribisnis,3_SMMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190164,4. Pertanian,Agribisnis,3_SMMPTN,Jawa Barat,1) <= 500.000,L,03_SLTA
4441190166,4. Pertanian,Agribisnis,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190002,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190009,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190011,4. Pertanian,Agribisnis,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190012,4. Pertanian,Agribisnis,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
4441190013,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190014,4. Pertanian,Agribisnis,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
4441190016,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
4441190017,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190018,4. Pertanian,Agribisnis,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
4441190019,4. Pertanian,Agribisnis,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
4441190021,4. Pertanian,Agribisnis,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
4441190022,4. Pertanian,Agribisnis,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
