NIM,FAKULTAS,PROGRAM STUDI,JALUR,PROVINSI,PENGHASILAN,JK,Pendidikan
2288190046,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2288190047,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,1) <= 500.000,L,01_SD
2288190054,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2288190060,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,01_SD
2288190005,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2288190006,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,1) <= 500.000,L,01_SD
2288190008,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2288190010,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2288190011,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2288190012,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2288190013,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2288190016,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2288190018,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2288190019,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2288190024,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,02_SLTP
2288190034,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,02_SLTP
2288190035,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,L,02_SLTP
2288190041,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,02_SLTP
2288190044,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,02_SLTP
2288190045,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2288190050,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2288190051,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,02_SLTP
2288190066,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
2288190068,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,P,02_SLTP
2288190009,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2288190020,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2288190021,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
2288190025,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
2288190031,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,03_SLTA
2288190033,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,03_SLTA
2288190038,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2288190040,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2288190042,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,P,03_SLTA
2288190048,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,L,03_SLTA
2288190049,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2288190053,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2288190059,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
2288190061,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2288190064,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,L,03_SLTA
2288190067,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2288190001,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2288190004,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2288190007,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2288190014,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2288190015,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2288190017,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2288190022,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2288190032,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,P,06_D3
2288190069,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,06_D3
2288190028,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2288190029,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,08_S1
2288190030,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2288190036,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
2288190037,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2288190039,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,08_S1
2288190052,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
2288190055,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2288190056,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2288190057,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
2288190058,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2288190062,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2288190063,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,6) > 10.000.000,P,08_S1
2288190065,2. FKIP,Pendidikan Sejarah,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2288190002,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2288190003,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
2288190043,2. FKIP,Pendidikan Sejarah,2_SBMPTN,Jawa Barat,4) 3.500.000 - 5.000.000,P,09_S2
2288190023,2. FKIP,Pendidikan Sejarah,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,L,09_S2
2289190024,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2289190046,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2289190047,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2289190050,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,L,01_SD
2289190053,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,P,01_SD
2289190003,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2289190005,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2289190010,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2289190011,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2289190012,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2289190020,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2289190033,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2289190044,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,L,02_SLTP
2289190049,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2289190057,2. FKIP,Pendidikan Seni Pertunjukan,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2289190058,2. FKIP,Pendidikan Seni Pertunjukan,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,02_SLTP
2289190008,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2289190014,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2289190016,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2289190018,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2289190021,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2289190022,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2289190023,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2289190026,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2289190027,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2289190029,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2289190030,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
2289190031,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,P,03_SLTA
2289190035,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2289190037,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2289190040,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2289190042,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2289190045,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2289190051,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
2289190052,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,L,03_SLTA
2289190056,2. FKIP,Pendidikan Seni Pertunjukan,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2289190059,2. FKIP,Pendidikan Seni Pertunjukan,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2289190001,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
2289190002,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2289190006,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2289190013,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2289190015,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2289190019,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2289190043,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,04_D1
2289190007,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,6) > 10.000.000,P,05_D2
2289190017,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,L,06_D3
2289190025,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,P,08_S1
2289190028,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,6) > 10.000.000,P,08_S1
2289190032,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
2289190034,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Lampung,5) 5.000.000 - 10.000.000,P,08_S1
2289190036,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2289190039,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,08_S1
2289190041,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2289190048,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,08_S1
2289190054,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,1) <= 500.000,P,08_S1
2289190060,2. FKIP,Pendidikan Seni Pertunjukan,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
2289190004,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
2289190009,2. FKIP,Pendidikan Seni Pertunjukan,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2289190038,2. FKIP,Pendidikan Seni Pertunjukan,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,09_S2
2290190033,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2290190037,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2290190047,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
2290190052,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Riau,3) 2.000.000 - 3.500.000,P,01_SD
2290190068,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2290190003,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,01_SD
2290190012,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2290190014,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2290190015,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2290190022,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2290190045,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,02_SLTP
2290190061,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,02_SLTP
2290190002,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,02_SLTP
2290190016,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2290190019,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2290190021,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,02_SLTP
2290190023,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2290190024,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2290190025,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,1) <= 500.000,L,03_SLTA
2290190026,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,1) <= 500.000,P,03_SLTA
2290190028,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190031,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2290190032,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,03_SLTA
2290190034,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2290190036,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2290190038,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2290190041,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,03_SLTA
2290190043,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Dki Jakarta,4) 3.500.000 - 5.000.000,L,03_SLTA
2290190044,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2290190048,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Dki Jakarta,1) <= 500.000,P,03_SLTA
2290190049,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,03_SLTA
2290190050,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190051,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,03_SLTA
2290190053,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190055,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2290190058,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,03_SLTA
2290190065,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2290190066,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,P,03_SLTA
2290190067,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190069,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2290190070,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
2290190072,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190004,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190007,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,L,03_SLTA
2290190009,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,P,03_SLTA
2290190010,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2290190013,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2290190017,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,1) <= 500.000,P,03_SLTA
2290190020,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,3) 2.000.000 - 3.500.000,L,03_SLTA
2290190008,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,05_D2
2290190029,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,L,06_D3
2290190039,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Dki Jakarta,5) 5.000.000 - 10.000.000,P,06_D3
2290190046,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,06_D3
2290190057,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,06_D3
2290190063,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,06_D3
2290190073,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,06_D3
2290190018,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,06_D3
2290190027,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2290190035,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
2290190040,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2290190042,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,P,08_S1
2290190054,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,2) 500.000 - 2.000.000,L,08_S1
2290190056,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2290190059,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
2290190062,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2290190064,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,4) 3.500.000 - 5.000.000,L,08_S1
2290190071,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,3) 2.000.000 - 3.500.000,P,08_S1
2290190074,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Jawa Barat,5) 5.000.000 - 10.000.000,L,08_S1
2290190075,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,08_S1
2290190001,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,08_S1
2290190006,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2290190011,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,4) 3.500.000 - 5.000.000,P,08_S1
2290190030,2. FKIP,Pendidikan Sosiologi,2_SBMPTN,Dki Jakarta,6) > 10.000.000,L,09_S2
2290190060,2. FKIP,Pendidikan Sosiologi,3_SMMPTN,Banten,5) 5.000.000 - 10.000.000,L,09_S2
2290190005,2. FKIP,Pendidikan Sosiologi,1_SNMPTN,Banten,5) 5.000.000 - 10.000.000,P,09_S2
2283190039,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,Tidak diketahui
2283190030,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2283190033,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Dki Jakarta,1) <= 500.000,L,01_SD
2283190037,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2283190043,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,L,01_SD
2283190001,2. FKIP,Pendidikan Teknik Elektro,1_SNMPTN,Banten,1) <= 500.000,P,01_SD
2283190002,2. FKIP,Pendidikan Teknik Elektro,1_SNMPTN,Banten,2) 500.000 - 2.000.000,L,01_SD
2283190005,2. FKIP,Pendidikan Teknik Elektro,1_SNMPTN,Dki Jakarta,2) 500.000 - 2.000.000,L,01_SD
2283190009,2. FKIP,Pendidikan Teknik Elektro,1_SNMPTN,Banten,2) 500.000 - 2.000.000,P,01_SD
2283190010,2. FKIP,Pendidikan Teknik Elektro,1_SNMPTN,Jawa Barat,2) 500.000 - 2.000.000,P,01_SD
2283190032,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Jawa Barat,3) 2.000.000 - 3.500.000,P,02_SLTP
2283190036,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,1) <= 500.000,P,02_SLTP
2283190042,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,2) 500.000 - 2.000.000,P,02_SLTP
2283190013,2. FKIP,Pendidikan Teknik Elektro,1_SNMPTN,Dki Jakarta,2) 500.000 - 2.000.000,P,02_SLTP
2283190014,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,5) 5.000.000 - 10.000.000,L,03_SLTA
2283190016,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Sumatera Utara,2) 500.000 - 2.000.000,P,03_SLTA
2283190018,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Banten,4) 3.500.000 - 5.000.000,P,03_SLTA
2283190020,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Dki Jakarta,3) 2.000.000 - 3.500.000,L,03_SLTA
2283190024,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Dki Jakarta,2) 500.000 - 2.000.000,P,03_SLTA
2283190029,2. FKIP,Pendidikan Teknik Elektro,2_SBMPTN,Jawa Timur,3) 2.000.000 - 3.500.000,L,03_SLTA
